id,D,C,I,K,P,_SolventAccessibilityC3,_ChargeC3,_PolarityC2,_NormalizedVDWVC1,_NormalizedVDWVC2,_HydrophobicityC2,_SolventAccessibilityT12,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,PAAC4,PAAC5,PAAC10,PAAC15,label
Negative_412,3.975,2.824,7.008,4.498,4.393,0.237,0.098,0.323,0.391,0.388,0.377,0.279,0.154,0.208,0.171,0.174,2.018,1.434,3.558,2.23,0
Positive_1216,4.134,0.197,2.953,5.512,5.512,0.258,0.128,0.317,0.36,0.362,0.374,0.316,0.213,0.264,0.211,0.231,2.007,0.096,1.434,2.676,1
Negative_212,5.797,4.348,2.899,7.246,1.449,0.391,0.087,0.29,0.391,0.304,0.377,0.147,0.074,0.235,0.162,0.221,3.25,2.438,1.626,0.812,0
Positive_1213,3.511,2.443,5.954,4.122,5.954,0.321,0.095,0.351,0.411,0.336,0.409,0.182,0.128,0.177,0.159,0.139,1.869,1.3,3.169,3.169,1
Positive_996,4.965,1.064,1.064,3.901,18.794,0.319,0.135,0.426,0.486,0.34,0.454,0.238,0.217,0.174,0.114,0.153,2.707,0.58,0.58,10.248,1
Positive_955,8.446,2.703,6.081,5.743,5.405,0.24,0.157,0.272,0.383,0.346,0.331,0.294,0.217,0.276,0.208,0.23,4.137,1.324,2.978,2.647,1
Negative_229,3.333,4.667,0.667,5.333,7.333,0.36,0.08,0.3,0.38,0.287,0.4,0.201,0.141,0.255,0.174,0.188,1.733,2.426,0.347,3.813,0
Negative_727,1.923,3.022,6.044,3.846,5.495,0.291,0.049,0.349,0.398,0.341,0.409,0.165,0.077,0.146,0.174,0.121,1.044,1.64,3.281,2.983,0
Negative_379,5.439,2.807,3.333,6.667,6.667,0.247,0.133,0.337,0.419,0.377,0.356,0.272,0.19,0.192,0.146,0.183,2.829,1.46,1.734,3.468,0
Positive_346,5.456,1.279,6.181,4.604,4.817,0.256,0.124,0.286,0.353,0.393,0.347,0.286,0.184,0.277,0.203,0.231,2.725,0.639,3.087,2.406,1
Positive_464,3.829,1.126,4.505,5.631,5.405,0.275,0.077,0.264,0.313,0.345,0.367,0.21,0.122,0.246,0.253,0.172,1.993,0.586,2.345,2.813,1
Negative_327,0.0,8.955,5.97,8.955,4.478,0.194,0.03,0.239,0.328,0.328,0.313,0.242,0.015,0.227,0.182,0.182,0.0,4.525,3.017,2.263,0
Negative_1174,6.566,3.283,3.03,4.545,3.03,0.298,0.119,0.331,0.429,0.336,0.404,0.256,0.18,0.23,0.162,0.187,3.356,1.678,1.549,1.549,0
Negative_769,5.376,2.611,4.762,5.376,7.988,0.358,0.098,0.367,0.447,0.341,0.427,0.214,0.151,0.222,0.146,0.185,2.987,1.451,2.646,4.438,0
Negative_1229,5.545,3.059,4.015,3.824,5.545,0.233,0.103,0.377,0.463,0.335,0.426,0.249,0.161,0.197,0.136,0.159,2.879,1.588,2.085,2.879,0
Positive_1060,5.788,1.397,5.589,5.788,4.79,0.236,0.14,0.271,0.343,0.391,0.329,0.306,0.196,0.28,0.234,0.236,2.88,0.695,2.781,2.383,1
Negative_487,4.604,4.788,2.578,6.446,5.893,0.241,0.092,0.372,0.466,0.269,0.448,0.255,0.14,0.245,0.146,0.175,2.462,2.56,1.379,3.151,0
Negative_566,1.923,23.077,0.0,0.0,1.923,0.269,0.038,0.346,0.596,0.038,0.519,0.157,0.078,0.176,0.039,0.078,0.877,10.52,0.0,0.877,0
Negative_1074,5.053,3.191,4.521,6.117,6.915,0.266,0.109,0.306,0.388,0.327,0.359,0.275,0.173,0.251,0.192,0.211,2.511,1.586,2.247,3.437,0
Negative_1284,3.297,3.846,3.297,2.473,7.418,0.294,0.096,0.352,0.423,0.376,0.415,0.22,0.14,0.207,0.163,0.16,1.776,2.072,1.776,3.996,0
Negative_615,2.353,1.176,5.882,10.588,12.941,0.271,0.129,0.353,0.388,0.365,0.376,0.202,0.25,0.143,0.107,0.131,1.311,0.655,3.277,7.21,0
Positive_770,2.887,0.262,7.349,5.512,4.462,0.192,0.131,0.32,0.352,0.407,0.378,0.297,0.171,0.216,0.187,0.187,1.404,0.127,3.574,2.17,1
Negative_749,5.036,0.959,4.077,3.357,9.592,0.348,0.094,0.432,0.492,0.297,0.506,0.207,0.154,0.188,0.127,0.144,2.674,0.509,2.164,5.092,0
Positive_690,6.452,2.688,2.688,8.602,5.914,0.245,0.132,0.306,0.398,0.333,0.36,0.323,0.199,0.267,0.205,0.221,3.146,1.311,1.311,2.883,1
Positive_471,3.774,1.887,4.245,6.604,5.189,0.255,0.113,0.321,0.377,0.406,0.344,0.27,0.161,0.237,0.204,0.223,2.044,1.022,2.299,2.811,1
Positive_887,5.746,0.0,4.788,6.566,2.736,0.254,0.119,0.339,0.397,0.371,0.397,0.241,0.174,0.207,0.153,0.162,2.974,0.0,2.478,1.416,1
Negative_733,4.494,2.247,1.124,1.124,11.236,0.315,0.101,0.371,0.438,0.303,0.461,0.17,0.125,0.182,0.102,0.114,2.514,1.257,0.629,6.286,0
Negative_557,2.576,2.108,3.513,4.684,3.513,0.222,0.066,0.302,0.349,0.393,0.354,0.225,0.108,0.197,0.183,0.167,1.32,1.08,1.8,1.8,0
Positive_1162,4.762,0.0,9.524,7.619,6.667,0.238,0.105,0.305,0.352,0.352,0.343,0.385,0.192,0.317,0.202,0.308,2.229,0.0,4.458,3.121,1
Negative_483,4.527,4.527,5.35,4.938,6.584,0.263,0.107,0.263,0.354,0.358,0.342,0.285,0.174,0.277,0.215,0.24,2.258,2.258,2.668,3.284,0
Positive_704,3.844,2.189,7.314,4.645,4.752,0.238,0.107,0.285,0.345,0.395,0.333,0.264,0.157,0.231,0.197,0.204,2.004,1.141,3.814,2.478,1
Negative_1013,5.782,3.061,4.422,7.823,2.381,0.265,0.099,0.395,0.483,0.293,0.442,0.29,0.174,0.263,0.13,0.222,3.011,1.594,2.303,1.24,0
Negative_1259,4.348,2.174,1.63,2.174,15.217,0.288,0.092,0.511,0.576,0.283,0.522,0.158,0.153,0.087,0.049,0.082,2.375,1.188,0.89,8.313,0
Positive_629,5.754,1.587,4.167,4.365,4.762,0.234,0.113,0.335,0.409,0.339,0.393,0.31,0.173,0.239,0.159,0.213,2.805,0.774,2.031,2.321,1
Negative_1202,5.339,2.308,4.072,4.299,9.005,0.323,0.106,0.375,0.451,0.34,0.423,0.207,0.152,0.193,0.152,0.16,2.908,1.257,2.218,4.905,0
Negative_978,5.308,3.044,3.123,7.728,6.557,0.307,0.118,0.349,0.432,0.334,0.417,0.249,0.177,0.224,0.158,0.17,2.873,1.647,1.69,3.548,0
Positive_514,6.027,2.74,6.575,7.032,4.84,0.238,0.142,0.294,0.382,0.378,0.334,0.295,0.216,0.261,0.204,0.227,3.081,1.401,3.361,2.474,1
Positive_879,3.333,2.857,6.667,7.143,3.81,0.276,0.114,0.262,0.324,0.386,0.333,0.249,0.177,0.268,0.22,0.234,1.713,1.469,3.427,1.959,1
Positive_745,2.31,1.65,5.941,7.261,4.29,0.238,0.083,0.37,0.409,0.373,0.416,0.291,0.119,0.219,0.149,0.199,1.211,0.865,3.114,2.249,1
Positive_902,5.466,0.405,3.644,4.049,1.417,0.225,0.152,0.354,0.413,0.397,0.383,0.327,0.243,0.256,0.118,0.237,2.824,0.209,1.882,0.732,1
Negative_1002,3.881,8.657,2.388,2.985,4.776,0.293,0.107,0.331,0.457,0.334,0.397,0.26,0.159,0.231,0.126,0.192,2.092,4.666,1.287,2.574,0
Negative_881,0.0,2.564,0.0,3.846,3.846,0.385,0.051,0.372,0.397,0.41,0.462,0.143,0.078,0.195,0.182,0.13,0.0,1.581,0.0,2.371,0
Positive_1166,4.961,1.55,5.736,5.271,6.822,0.262,0.118,0.291,0.357,0.386,0.346,0.269,0.186,0.267,0.202,0.225,2.473,0.773,2.859,3.4,1
Positive_1198,6.109,2.144,5.145,5.895,3.751,0.245,0.128,0.3,0.383,0.367,0.352,0.289,0.197,0.258,0.186,0.219,3.121,1.095,2.629,1.917,1
Positive_983,4.364,1.708,7.021,7.211,4.744,0.249,0.12,0.298,0.359,0.366,0.37,0.257,0.171,0.243,0.203,0.194,2.132,0.834,3.43,2.318,1
Negative_575,1.613,14.516,0.0,0.0,0.0,0.387,0.032,0.419,0.581,0.065,0.694,0.098,0.066,0.082,0.049,0.049,0.793,7.132,0.0,0.0,0
Negative_697,3.974,3.974,5.96,7.947,8.609,0.285,0.079,0.325,0.404,0.404,0.364,0.28,0.113,0.253,0.14,0.233,2.268,2.268,3.401,4.913,0
Negative_639,1.384,4.152,1.73,1.384,6.92,0.218,0.028,0.36,0.415,0.36,0.398,0.153,0.049,0.104,0.163,0.083,0.729,2.188,0.912,3.647,0
Negative_1084,6.429,5.714,0.714,3.571,6.429,0.229,0.1,0.293,0.414,0.393,0.357,0.309,0.18,0.281,0.187,0.237,3.449,3.065,0.383,3.449,0
Positive_565,7.129,0.094,5.441,9.662,2.627,0.269,0.142,0.302,0.374,0.363,0.363,0.262,0.208,0.233,0.176,0.188,3.642,0.048,2.779,1.342,1
Positive_300,3.711,3.247,7.143,4.36,4.545,0.249,0.106,0.322,0.391,0.379,0.368,0.224,0.149,0.194,0.174,0.165,1.968,1.722,3.788,2.41,1
Positive_47,5.671,3.214,4.159,3.214,6.238,0.299,0.108,0.316,0.405,0.323,0.391,0.216,0.157,0.206,0.193,0.161,2.92,1.655,2.142,3.212,1
Positive_839,5.353,0.243,6.083,4.136,6.691,0.262,0.117,0.356,0.412,0.353,0.406,0.258,0.172,0.203,0.178,0.171,2.653,0.12,3.015,3.317,1
Positive_158,6.584,2.469,6.584,4.938,4.938,0.263,0.128,0.3,0.391,0.387,0.358,0.273,0.219,0.252,0.178,0.215,3.473,1.303,3.473,2.605,1
Positive_1028,7.036,0.64,3.838,6.397,6.397,0.264,0.124,0.294,0.371,0.318,0.375,0.282,0.19,0.252,0.158,0.203,3.507,0.319,1.913,3.188,1
Negative_784,4.688,2.188,4.688,3.594,7.812,0.252,0.106,0.362,0.431,0.323,0.403,0.269,0.172,0.205,0.144,0.175,2.283,1.065,2.283,3.804,0
Negative_1137,0.0,18.056,0.0,11.111,38.889,0.486,0.028,0.458,0.639,0.222,0.472,0.155,0.056,0.169,0.042,0.155,0.0,13.213,0.0,28.458,0
Negative_1020,6.051,2.572,3.631,4.236,3.782,0.259,0.113,0.348,0.434,0.363,0.405,0.274,0.173,0.238,0.167,0.205,3.222,1.369,1.933,2.014,0
Negative_653,5.389,0.299,5.689,4.491,8.683,0.374,0.108,0.41,0.467,0.365,0.452,0.153,0.165,0.126,0.108,0.111,3.152,0.175,3.328,5.079,0
Negative_1086,1.258,6.918,1.887,2.516,7.547,0.201,0.063,0.371,0.453,0.308,0.377,0.304,0.108,0.203,0.158,0.19,0.598,3.29,0.897,3.589,0
Positive_170,4.43,0.633,4.641,4.641,4.43,0.209,0.124,0.319,0.369,0.42,0.361,0.273,0.19,0.203,0.19,0.184,2.23,0.319,2.336,2.23,1
Positive_1080,5.033,1.532,7.221,5.47,5.252,0.271,0.098,0.289,0.354,0.348,0.346,0.27,0.147,0.254,0.235,0.221,2.57,0.782,3.687,2.681,1
Negative_542,2.299,2.682,0.766,1.533,4.598,0.241,0.042,0.341,0.391,0.326,0.425,0.196,0.077,0.212,0.192,0.158,1.198,1.397,0.399,2.395,0
Positive_345,5.369,1.342,6.711,7.383,2.349,0.198,0.077,0.332,0.399,0.309,0.383,0.273,0.108,0.212,0.152,0.175,2.549,0.637,3.186,1.115,1
Positive_1075,6.098,0.61,3.659,7.317,4.878,0.213,0.122,0.293,0.36,0.354,0.36,0.282,0.19,0.209,0.166,0.153,3.002,0.3,1.801,2.401,1
Negative_1138,2.966,1.271,5.508,6.356,4.237,0.322,0.089,0.352,0.394,0.39,0.39,0.153,0.14,0.145,0.174,0.115,1.66,0.711,3.083,2.372,0
Negative_1313,0.0,3.571,7.143,3.571,7.143,0.393,0.071,0.357,0.393,0.357,0.411,0.145,0.109,0.145,0.182,0.127,0.0,2.1,4.201,4.201,0
Negative_361,3.368,2.316,4.842,4.211,5.895,0.259,0.103,0.328,0.385,0.387,0.383,0.234,0.152,0.236,0.188,0.194,1.748,1.202,2.514,3.06,0
Positive_752,4.773,0.682,6.591,7.955,5.227,0.255,0.123,0.334,0.389,0.364,0.393,0.28,0.175,0.221,0.194,0.182,2.42,0.346,3.341,2.65,1
Positive_897,7.236,0.0,6.512,10.999,3.907,0.247,0.12,0.295,0.368,0.373,0.35,0.281,0.167,0.249,0.194,0.209,3.724,0.0,3.351,2.011,1
Positive_16,1.639,1.639,9.836,1.639,1.639,0.295,0.016,0.361,0.393,0.41,0.377,0.133,0.033,0.133,0.2,0.1,1.073,1.073,6.436,1.073,1
Negative_246,4.925,0.577,1.902,3.159,14.47,0.274,0.113,0.524,0.579,0.268,0.546,0.277,0.174,0.11,0.095,0.093,2.556,0.299,0.987,7.508,0
Negative_508,4.167,4.167,4.167,4.167,8.333,0.25,0.083,0.333,0.417,0.333,0.333,0.261,0.174,0.174,0.043,0.174,2.085,2.085,2.085,4.169,0
Negative_785,2.635,1.567,2.635,11.752,17.308,0.474,0.1,0.545,0.587,0.211,0.569,0.143,0.135,0.119,0.115,0.1,1.569,0.933,1.569,10.305,0
Negative_113,6.497,1.412,6.497,3.672,5.932,0.274,0.113,0.347,0.427,0.37,0.407,0.241,0.167,0.221,0.153,0.173,3.374,0.733,3.374,3.081,0
Positive_1205,5.173,2.654,4.993,3.149,6.793,0.272,0.107,0.345,0.424,0.341,0.398,0.236,0.158,0.195,0.165,0.168,2.74,1.405,2.644,3.597,1
Negative_258,3.509,0.877,3.509,9.649,7.895,0.342,0.061,0.395,0.439,0.281,0.474,0.159,0.124,0.133,0.195,0.097,1.875,0.469,1.875,4.218,0
Negative_687,1.01,17.172,0.0,2.02,8.081,0.364,0.01,0.576,0.758,0.091,0.576,0.071,0.02,0.0,0.051,0.0,0.581,9.877,0.0,4.648,0
Negative_376,3.468,2.023,5.202,6.647,7.225,0.289,0.092,0.367,0.422,0.338,0.428,0.22,0.165,0.174,0.159,0.145,1.824,1.064,2.736,3.801,0
Negative_521,2.564,1.923,3.205,1.282,16.667,0.359,0.083,0.455,0.5,0.301,0.494,0.168,0.129,0.129,0.09,0.11,1.406,1.054,1.757,9.138,0
Negative_668,3.938,2.444,3.462,4.752,6.653,0.273,0.116,0.322,0.386,0.379,0.375,0.247,0.167,0.232,0.192,0.193,2.01,1.247,1.767,3.396,0
Negative_842,3.488,2.326,3.101,5.039,11.24,0.341,0.093,0.353,0.411,0.318,0.434,0.195,0.121,0.202,0.171,0.148,1.762,1.175,1.567,5.679,0
Negative_73,7.5,1.667,5.833,2.5,9.167,0.358,0.1,0.417,0.508,0.3,0.475,0.202,0.143,0.193,0.101,0.16,4.156,0.924,3.232,5.08,0
Positive_419,4.646,1.616,8.081,3.838,4.444,0.255,0.131,0.283,0.345,0.4,0.337,0.239,0.184,0.221,0.184,0.186,2.415,0.84,4.201,2.31,1
Negative_734,2.941,1.471,1.471,2.206,7.353,0.228,0.088,0.412,0.456,0.257,0.449,0.244,0.111,0.119,0.119,0.119,1.344,0.672,0.672,3.359,0
Negative_1253,0.862,1.724,4.31,5.172,12.931,0.371,0.034,0.5,0.526,0.233,0.552,0.13,0.07,0.096,0.13,0.087,0.46,0.92,2.3,6.901,0
Negative_1106,2.518,3.058,7.014,2.338,5.576,0.221,0.068,0.34,0.396,0.378,0.376,0.205,0.105,0.164,0.16,0.15,1.299,1.578,3.619,2.877,0
Negative_27,1.449,2.899,1.449,4.348,11.594,0.362,0.029,0.362,0.406,0.304,0.435,0.191,0.029,0.118,0.191,0.088,0.707,1.414,0.707,5.657,0
Negative_613,2.841,2.273,3.977,0.0,7.955,0.284,0.04,0.392,0.443,0.33,0.438,0.166,0.08,0.171,0.154,0.131,1.671,1.337,2.339,4.678,0
Positive_87,4.909,1.925,2.791,2.31,7.315,0.243,0.106,0.349,0.418,0.393,0.398,0.267,0.164,0.197,0.122,0.171,2.563,1.005,1.457,3.82,1
Positive_1017,3.829,0.45,7.207,6.532,4.505,0.252,0.09,0.245,0.288,0.369,0.354,0.253,0.142,0.264,0.262,0.194,1.946,0.229,3.663,2.29,1
Negative_39,1.852,0.0,9.259,1.852,3.704,0.389,0.056,0.426,0.444,0.352,0.519,0.113,0.094,0.094,0.17,0.038,1.06,0.0,5.298,2.119,0
Negative_607,4.122,2.901,4.58,4.427,7.481,0.33,0.111,0.376,0.446,0.362,0.423,0.2,0.164,0.159,0.156,0.135,2.217,1.56,2.464,4.024,0
Positive_76,4.533,4.0,5.867,8.533,5.333,0.229,0.096,0.357,0.443,0.339,0.392,0.278,0.155,0.222,0.128,0.193,2.411,2.127,3.12,2.836,1
Positive_840,5.039,0.258,2.455,3.488,5.556,0.236,0.099,0.35,0.403,0.366,0.393,0.278,0.151,0.206,0.166,0.182,2.478,0.127,1.207,2.732,1
Positive_211,5.364,0.383,3.831,6.897,6.513,0.318,0.103,0.368,0.425,0.33,0.441,0.265,0.181,0.219,0.158,0.162,2.851,0.204,2.036,3.461,1
Positive_20,4.167,3.611,4.444,4.167,4.444,0.278,0.072,0.333,0.411,0.347,0.394,0.167,0.117,0.15,0.153,0.117,2.238,1.94,2.387,2.387,1
Negative_776,4.377,5.724,7.744,3.367,8.754,0.263,0.098,0.303,0.404,0.354,0.357,0.25,0.155,0.236,0.176,0.206,2.26,2.955,3.998,4.519,0
Positive_113,4.355,1.22,7.143,3.484,4.878,0.213,0.11,0.357,0.413,0.385,0.39,0.307,0.188,0.227,0.15,0.208,2.144,0.601,3.516,2.401,1
Negative_553,5.25,3.25,2.75,3.25,6.0,0.255,0.16,0.333,0.417,0.347,0.37,0.266,0.221,0.206,0.145,0.183,2.566,1.589,1.344,2.933,0
Negative_1295,2.66,2.128,3.191,10.638,4.255,0.282,0.037,0.33,0.378,0.282,0.383,0.23,0.037,0.235,0.203,0.193,1.259,1.007,1.51,2.014,0
Negative_347,3.292,3.292,1.646,0.823,9.053,0.21,0.082,0.337,0.403,0.366,0.362,0.269,0.149,0.244,0.186,0.231,1.58,1.58,0.79,4.346,0
Negative_467,2.918,2.918,7.692,2.387,4.244,0.218,0.061,0.302,0.361,0.408,0.332,0.202,0.117,0.152,0.157,0.136,1.501,1.501,3.957,2.183,0
Negative_1196,2.927,2.927,1.951,5.366,11.22,0.361,0.049,0.429,0.488,0.19,0.473,0.152,0.054,0.108,0.127,0.078,1.419,1.419,0.946,5.439,0
Negative_204,7.042,4.93,4.225,5.634,7.042,0.268,0.239,0.317,0.437,0.352,0.373,0.234,0.234,0.177,0.149,0.149,3.861,2.703,2.317,3.861,0
Positive_1185,3.448,2.299,3.448,5.057,6.207,0.283,0.106,0.324,0.382,0.359,0.4,0.272,0.161,0.24,0.196,0.184,1.764,1.176,1.764,3.176,1
Positive_1079,4.221,0.649,4.545,3.247,4.545,0.321,0.094,0.295,0.344,0.383,0.416,0.241,0.176,0.293,0.199,0.189,2.226,0.342,2.397,2.397,1
Positive_768,5.351,0.554,4.797,2.952,5.351,0.247,0.138,0.33,0.389,0.358,0.399,0.266,0.201,0.251,0.198,0.198,2.578,0.267,2.311,2.578,1
Positive_1146,6.515,0.758,3.788,6.515,5.909,0.311,0.139,0.358,0.43,0.318,0.421,0.25,0.202,0.185,0.153,0.168,3.408,0.396,1.981,3.091,1
Positive_171,6.459,0.912,5.547,4.939,4.787,0.208,0.148,0.306,0.38,0.381,0.353,0.343,0.227,0.255,0.188,0.224,3.104,0.438,2.666,2.301,1
Positive_675,3.021,3.021,9.366,5.74,4.23,0.287,0.051,0.266,0.326,0.384,0.329,0.167,0.067,0.191,0.233,0.152,1.645,1.645,5.101,2.304,1
Negative_391,4.104,2.925,2.547,4.623,6.085,0.237,0.105,0.343,0.413,0.387,0.386,0.288,0.159,0.216,0.151,0.193,2.123,1.513,1.317,3.147,0
Positive_1068,6.287,2.096,5.09,6.287,4.491,0.29,0.12,0.296,0.38,0.338,0.347,0.252,0.204,0.234,0.171,0.213,3.187,1.063,2.58,2.277,1
Negative_401,5.967,1.671,5.251,4.535,8.353,0.296,0.095,0.346,0.422,0.325,0.403,0.249,0.153,0.203,0.151,0.172,3.08,0.862,2.71,4.311,0
Negative_736,4.323,1.441,6.34,3.458,6.34,0.256,0.11,0.308,0.366,0.38,0.38,0.257,0.171,0.251,0.202,0.199,2.142,0.714,3.142,3.142,0
Positive_914,4.568,1.631,5.383,2.61,8.646,0.241,0.117,0.364,0.426,0.357,0.4,0.245,0.154,0.175,0.152,0.157,2.344,0.837,2.763,4.437,1
Positive_29,4.193,3.354,6.709,2.096,6.289,0.262,0.086,0.338,0.413,0.365,0.382,0.231,0.134,0.197,0.145,0.168,2.261,1.809,3.618,3.392,1
Negative_862,1.042,1.042,2.083,4.167,7.292,0.375,0.021,0.531,0.552,0.198,0.562,0.137,0.021,0.095,0.147,0.063,0.548,0.548,1.096,3.837,0
Positive_640,6.64,1.355,3.117,3.388,6.775,0.262,0.133,0.291,0.371,0.354,0.366,0.25,0.201,0.256,0.216,0.198,3.216,0.656,1.51,3.281,1
Negative_568,0.0,8.929,1.786,0.0,1.786,0.411,0.0,0.429,0.518,0.071,0.75,0.073,0.0,0.055,0.055,0.0,0.0,4.255,0.851,0.851,0
Positive_693,4.167,1.667,2.5,4.0,4.5,0.238,0.122,0.31,0.368,0.358,0.373,0.279,0.179,0.237,0.17,0.204,2.015,0.806,1.209,2.176,1
Negative_778,4.416,3.117,4.519,3.896,6.961,0.268,0.102,0.346,0.422,0.363,0.397,0.254,0.158,0.221,0.152,0.186,2.313,1.632,2.366,3.645,0
Positive_1147,6.882,1.404,3.09,3.371,5.618,0.267,0.153,0.322,0.404,0.382,0.369,0.26,0.225,0.229,0.155,0.194,3.561,0.726,1.599,2.907,1
Positive_326,4.688,2.734,5.273,7.812,5.859,0.203,0.123,0.336,0.41,0.361,0.365,0.313,0.19,0.237,0.17,0.219,2.38,1.388,2.676,2.974,1
Positive_521,4.33,2.571,6.901,7.037,5.277,0.288,0.129,0.336,0.405,0.396,0.369,0.279,0.21,0.23,0.15,0.215,2.309,1.371,3.68,2.814,1
Negative_541,5.758,1.863,3.726,3.218,6.689,0.24,0.117,0.349,0.425,0.367,0.396,0.267,0.187,0.192,0.155,0.167,2.939,0.951,1.902,3.415,0
Positive_835,2.744,1.524,7.012,3.659,5.183,0.296,0.082,0.284,0.326,0.424,0.351,0.269,0.131,0.272,0.232,0.217,1.441,0.8,3.683,2.722,1
Positive_199,4.975,0.249,3.731,4.726,5.473,0.291,0.097,0.321,0.373,0.363,0.376,0.269,0.155,0.247,0.177,0.212,2.598,0.13,1.948,2.858,1
Positive_1093,6.557,2.459,4.684,6.792,3.747,0.233,0.156,0.244,0.334,0.392,0.303,0.279,0.209,0.284,0.211,0.236,3.303,1.239,2.36,1.888,1
Positive_579,6.233,1.084,5.149,6.504,3.794,0.23,0.13,0.317,0.39,0.331,0.385,0.239,0.177,0.217,0.19,0.182,3.062,0.533,2.53,1.864,1
Positive_798,6.233,1.833,5.5,6.783,3.758,0.231,0.133,0.286,0.367,0.382,0.343,0.28,0.2,0.247,0.185,0.203,3.16,0.929,2.789,1.905,1
Negative_86,3.307,3.307,5.253,5.058,6.031,0.274,0.095,0.323,0.389,0.346,0.385,0.261,0.148,0.244,0.158,0.191,1.715,1.715,2.724,3.128,0
Positive_603,7.77,1.014,6.419,5.068,4.73,0.24,0.132,0.318,0.405,0.334,0.365,0.332,0.2,0.271,0.146,0.244,3.781,0.493,3.123,2.301,1
Positive_1160,5.0,2.0,4.5,6.0,3.5,0.285,0.13,0.275,0.345,0.37,0.36,0.261,0.221,0.271,0.206,0.211,2.574,1.03,2.317,1.802,1
Negative_159,4.265,1.896,3.791,4.897,8.057,0.258,0.096,0.423,0.485,0.303,0.453,0.231,0.141,0.188,0.138,0.168,2.226,0.99,1.979,4.206,0
Negative_340,2.186,3.279,6.557,8.197,9.29,0.322,0.082,0.344,0.399,0.383,0.377,0.236,0.093,0.258,0.181,0.225,1.256,1.884,3.768,5.339,0
Negative_1141,4.762,3.704,5.026,4.233,5.291,0.249,0.095,0.286,0.37,0.376,0.333,0.273,0.146,0.279,0.17,0.228,2.415,1.878,2.548,2.683,0
Positive_1130,6.332,3.275,4.803,7.424,5.24,0.288,0.133,0.297,0.393,0.356,0.365,0.26,0.195,0.267,0.171,0.208,3.317,1.716,2.516,2.745,1
Negative_755,4.651,5.523,5.523,4.942,8.43,0.233,0.142,0.317,0.419,0.346,0.369,0.257,0.219,0.219,0.172,0.192,2.338,2.776,2.776,4.237,0
Negative_286,2.083,1.562,5.208,6.25,7.812,0.276,0.042,0.417,0.453,0.318,0.453,0.188,0.063,0.168,0.157,0.141,1.1,0.825,2.75,4.125,0
Negative_91,9.756,4.878,0.488,4.39,6.829,0.244,0.156,0.337,0.483,0.21,0.385,0.279,0.196,0.216,0.127,0.181,4.651,2.325,0.233,3.255,0
Positive_443,4.436,2.218,3.327,3.512,5.176,0.203,0.124,0.349,0.416,0.383,0.381,0.296,0.185,0.209,0.144,0.198,2.229,1.115,1.672,2.601,1
Positive_305,6.86,1.055,3.298,7.124,5.541,0.236,0.186,0.294,0.373,0.385,0.348,0.288,0.255,0.226,0.177,0.185,3.472,0.534,1.669,2.804,1
Negative_377,9.322,1.695,4.237,5.932,7.627,0.263,0.169,0.347,0.458,0.322,0.364,0.265,0.256,0.179,0.145,0.171,4.784,0.87,2.174,3.914,0
Positive_900,8.961,0.358,4.301,2.151,6.452,0.244,0.133,0.376,0.47,0.315,0.419,0.263,0.209,0.212,0.137,0.183,4.398,0.176,2.111,3.166,1
Negative_763,5.641,7.179,1.538,5.641,4.615,0.251,0.118,0.323,0.451,0.297,0.374,0.242,0.186,0.237,0.134,0.191,2.834,3.607,0.773,2.319,0
Negative_806,4.348,2.484,5.28,4.658,3.727,0.236,0.102,0.379,0.447,0.382,0.413,0.252,0.174,0.171,0.112,0.156,2.38,1.36,2.891,2.04,0
Negative_652,5.664,3.906,6.055,4.688,6.641,0.363,0.104,0.428,0.523,0.322,0.469,0.192,0.153,0.166,0.1,0.143,3.39,2.338,3.624,3.974,0
Negative_1195,3.846,3.134,5.271,5.128,8.12,0.291,0.094,0.322,0.392,0.358,0.385,0.244,0.138,0.24,0.168,0.2,1.954,1.593,2.679,4.126,0
Negative_457,4.0,0.0,10.0,4.0,6.667,0.4,0.12,0.407,0.447,0.367,0.473,0.141,0.201,0.134,0.101,0.121,2.277,0.0,5.693,3.795,0
Positive_1027,4.034,2.185,3.193,4.874,5.882,0.297,0.101,0.334,0.397,0.341,0.41,0.239,0.162,0.219,0.18,0.167,2.099,1.137,1.661,3.061,1
Positive_101,7.937,2.222,6.032,8.889,6.984,0.26,0.137,0.286,0.387,0.317,0.349,0.287,0.213,0.28,0.223,0.236,3.971,1.112,3.018,3.494,1
Negative_288,1.145,3.435,3.817,4.58,3.435,0.286,0.057,0.305,0.351,0.366,0.393,0.146,0.092,0.18,0.218,0.126,0.613,1.839,2.043,1.839,0
Negative_1051,4.235,2.824,6.118,7.294,12.471,0.379,0.08,0.329,0.4,0.311,0.435,0.217,0.134,0.238,0.158,0.182,2.263,1.509,3.269,6.664,0
Negative_836,2.381,7.143,1.19,11.905,5.952,0.298,0.071,0.298,0.393,0.298,0.369,0.205,0.072,0.169,0.108,0.145,1.319,3.958,0.659,3.298,0
Positive_1040,6.04,0.671,6.04,4.251,2.908,0.251,0.136,0.322,0.389,0.362,0.387,0.285,0.204,0.244,0.17,0.195,2.968,0.33,2.968,1.429,1
