id,N,D,C,I,K,F,P,S,APAAC3,APAAC4,APAAC5,APAAC6,_PolarizabilityC3,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC3,_ChargeC2,_ChargeC3,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_SolventAccessibilityT12,_SolventAccessibilityT13,_SecondaryStrT12,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD2001,_SolventAccessibilityD1001,_SecondaryStrD2001,_ChargeD2001,_ChargeD3001,_NormalizedVDWVD2001,DI,IA,ID,PS,PAAC4,PAAC5,PAAC10,PAAC12,PAAC15,PAAC16,PAAC22,label
Negative_290,1.226,7.356,2.627,3.853,2.802,2.802,5.954,9.107,1.005,6.032,2.154,5.027,0.226,0.296,0.261,0.356,0.753,0.135,0.391,0.32,0.49,0.284,0.226,0.296,0.448,0.225,0.233,0.174,0.033,0.191,0.181,0.137,0.144,0.35,0.876,0.525,0.175,0.35,0.35,0.53,0.18,0.18,0.53,3.584,1.28,1.877,1.365,2.901,4.438,5.199,0
Positive_466,2.82,5.827,0.94,3.195,3.759,3.383,5.827,5.639,2.529,5.226,0.843,4.552,0.22,0.269,0.269,0.297,0.801,0.109,0.391,0.299,0.459,0.321,0.22,0.269,0.453,0.23,0.256,0.211,0.017,0.175,0.162,0.141,0.132,0.376,0.564,0.94,0.188,4.511,0.376,0.38,0.38,0.38,0.56,3.013,0.486,1.652,1.944,3.013,2.916,4.747,1
Positive_695,2.83,6.604,0.943,7.075,7.547,6.604,4.717,4.717,3.345,7.806,1.115,3.903,0.25,0.25,0.226,0.335,0.792,0.099,0.354,0.274,0.429,0.321,0.25,0.25,0.396,0.303,0.261,0.213,0.024,0.166,0.204,0.142,0.18,1.415,0.943,5.66,0.472,12.736,3.302,0.47,0.47,0.95,0.47,3.319,0.474,3.556,3.793,2.371,2.371,4.986,1
Positive_653,4.605,5.263,1.535,6.36,6.36,4.167,4.605,3.509,4.546,5.195,1.515,6.495,0.23,0.318,0.197,0.289,0.772,0.118,0.309,0.336,0.377,0.393,0.23,0.318,0.36,0.347,0.178,0.224,0.02,0.2,0.259,0.158,0.218,1.096,0.439,0.658,0.219,1.096,1.096,1.1,0.0,0.44,0.22,2.63,0.767,3.178,3.178,2.301,1.754,4.883,1
Negative_815,1.826,3.425,2.055,2.74,2.055,3.653,7.991,6.393,1.321,2.477,1.486,3.303,0.244,0.224,0.279,0.29,0.836,0.08,0.361,0.249,0.416,0.34,0.244,0.224,0.425,0.204,0.281,0.213,0.011,0.126,0.195,0.144,0.153,0.913,0.457,0.913,0.228,1.142,0.913,0.0,0.23,0.0,0.46,1.758,1.055,1.406,1.055,4.101,3.281,4.768,0
Negative_174,3.237,5.576,1.439,1.619,3.058,2.698,10.252,9.353,2.17,3.737,0.964,5.063,0.212,0.291,0.308,0.39,0.781,0.131,0.396,0.308,0.466,0.322,0.212,0.291,0.437,0.195,0.245,0.193,0.016,0.175,0.164,0.137,0.13,0.36,1.079,1.439,0.18,3.058,1.079,0.0,0.0,0.0,1.08,2.877,0.742,0.835,1.578,5.289,4.825,4.612,0
Positive_191,1.254,5.016,1.254,5.329,5.329,2.821,5.016,7.837,1.083,4.332,1.083,4.06,0.194,0.238,0.254,0.279,0.806,0.097,0.404,0.273,0.467,0.339,0.194,0.238,0.445,0.223,0.267,0.22,0.025,0.135,0.198,0.138,0.179,0.94,0.94,0.94,0.313,11.285,0.94,0.31,0.0,0.31,0.31,2.696,0.674,2.865,2.865,2.696,4.213,4.889,1
Negative_1243,1.903,3.979,2.595,0.865,1.557,3.633,3.979,5.536,1.388,2.902,1.893,2.524,0.279,0.23,0.232,0.225,0.818,0.074,0.344,0.249,0.41,0.311,0.279,0.23,0.419,0.211,0.248,0.302,0.012,0.109,0.177,0.172,0.139,0.519,1.038,1.73,0.173,0.865,0.519,0.0,0.17,0.0,0.35,1.901,1.24,0.413,0.744,1.901,2.645,5.44,0
Positive_448,2.869,4.611,2.664,4.406,4.918,3.893,5.943,7.275,2.734,4.394,2.538,6.834,0.243,0.289,0.276,0.285,0.779,0.118,0.345,0.308,0.418,0.339,0.243,0.289,0.402,0.267,0.223,0.246,0.019,0.192,0.234,0.167,0.202,0.205,0.307,0.922,0.102,0.205,0.205,0.41,0.41,0.1,0.62,2.343,1.353,2.238,2.498,3.019,3.696,4.854,1
Negative_889,4.31,3.448,4.31,0.862,5.172,4.31,5.172,7.759,2.798,2.238,2.798,5.596,0.198,0.345,0.198,0.241,0.767,0.121,0.353,0.345,0.431,0.371,0.198,0.345,0.362,0.235,0.174,0.113,0.017,0.191,0.191,0.148,0.183,1.724,1.724,3.448,0.862,24.138,1.724,0.0,0.0,0.0,0.87,1.805,2.257,0.451,2.708,2.708,4.062,4.435,0
Positive_786,2.691,5.382,0.781,3.646,9.809,1.042,10.677,9.896,1.965,3.93,0.57,6.148,0.171,0.314,0.333,0.342,0.744,0.138,0.454,0.323,0.516,0.313,0.171,0.314,0.468,0.22,0.217,0.2,0.042,0.21,0.166,0.096,0.159,0.347,0.174,0.955,0.087,0.26,0.347,0.35,0.52,0.09,1.65,3.06,0.444,2.073,5.576,6.07,5.626,4.312,1
Negative_235,1.712,5.137,3.425,1.027,2.74,2.74,9.932,8.219,0.801,2.402,1.602,1.762,0.209,0.24,0.281,0.336,0.818,0.089,0.373,0.253,0.459,0.332,0.209,0.24,0.414,0.192,0.258,0.206,0.024,0.141,0.155,0.113,0.141,1.37,1.712,1.027,0.342,14.384,1.712,0.0,0.0,0.0,0.69,2.73,1.82,0.546,1.456,5.278,4.368,4.278,0
Positive_458,3.308,5.089,1.527,6.361,7.125,3.562,7.379,7.634,2.929,4.506,1.352,6.759,0.237,0.321,0.26,0.313,0.756,0.127,0.321,0.344,0.387,0.377,0.237,0.321,0.366,0.311,0.171,0.204,0.023,0.207,0.258,0.176,0.235,0.509,2.29,1.781,0.254,4.071,2.29,0.26,0.26,0.26,1.02,2.623,0.787,3.279,3.673,3.804,3.935,4.794,1
Positive_1221,3.125,6.944,2.083,7.986,9.028,2.778,3.472,4.514,2.7,5.999,1.8,5.1,0.257,0.354,0.194,0.26,0.74,0.128,0.285,0.382,0.375,0.368,0.257,0.354,0.34,0.341,0.171,0.258,0.038,0.188,0.286,0.216,0.244,0.694,0.347,0.347,0.347,1.042,0.694,1.05,0.35,0.35,0.0,3.431,1.029,3.946,4.46,1.715,2.23,5.403,1
Negative_98,2.312,6.503,3.179,3.902,3.613,3.902,6.792,6.647,2.136,6.007,2.937,6.808,0.253,0.296,0.275,0.273,0.769,0.139,0.301,0.338,0.397,0.35,0.253,0.296,0.37,0.271,0.247,0.243,0.025,0.223,0.255,0.162,0.213,0.434,0.434,0.434,0.145,2.312,0.434,0.58,0.14,0.14,0.29,3.319,1.622,1.991,1.844,3.466,3.392,4.846,0
Positive_508,3.817,4.198,1.145,9.542,5.534,4.962,3.244,6.298,2.16,2.375,0.648,2.915,0.21,0.244,0.235,0.246,0.821,0.094,0.317,0.248,0.37,0.42,0.21,0.244,0.342,0.224,0.229,0.302,0.019,0.145,0.201,0.141,0.189,0.763,0.382,1.718,0.191,1.908,1.908,0.0,0.96,0.0,0.19,2.303,0.628,5.234,3.035,1.779,3.455,4.575,1
Positive_1148,5.054,6.132,2.022,5.795,6.065,4.784,4.852,9.771,3.707,4.497,1.483,4.151,0.264,0.312,0.288,0.325,0.772,0.118,0.321,0.34,0.402,0.334,0.264,0.312,0.386,0.217,0.254,0.198,0.03,0.165,0.201,0.173,0.165,0.202,0.337,0.472,0.067,0.404,0.404,0.54,0.27,0.2,0.47,3.169,1.045,2.995,3.134,2.507,5.05,4.76,1
Negative_225,0.662,3.974,2.649,3.311,3.311,3.974,15.232,8.609,0.62,3.719,2.479,3.719,0.205,0.205,0.364,0.404,0.841,0.079,0.45,0.238,0.517,0.278,0.205,0.205,0.49,0.18,0.313,0.153,0.013,0.12,0.167,0.16,0.127,1.987,1.325,1.325,0.662,3.974,1.987,0.0,0.0,0.0,1.33,2.172,1.448,1.81,1.81,8.326,4.706,4.515,0
Negative_536,2.114,4.44,1.586,2.748,5.285,2.537,9.514,10.994,1.553,3.261,1.165,5.512,0.22,0.316,0.304,0.371,0.752,0.119,0.425,0.328,0.485,0.295,0.22,0.316,0.449,0.248,0.242,0.193,0.033,0.168,0.178,0.129,0.162,0.317,0.211,0.317,0.106,2.008,0.317,0.21,0.11,0.21,1.27,2.248,0.803,1.391,2.676,4.817,5.567,5.063,0
Positive_1209,1.389,5.278,0.833,5.278,8.889,2.778,4.167,7.778,1.246,4.736,0.747,4.985,0.256,0.314,0.25,0.233,0.756,0.108,0.306,0.347,0.367,0.378,0.256,0.314,0.364,0.253,0.217,0.245,0.036,0.159,0.256,0.192,0.203,0.833,0.556,3.611,0.278,3.056,0.833,0.28,0.0,0.0,0.28,2.693,0.425,2.693,4.535,2.126,3.968,5.214,1
Positive_771,2.72,4.603,0.837,6.276,7.531,2.929,3.347,4.184,2.939,4.974,0.904,7.234,0.199,0.274,0.195,0.253,0.78,0.113,0.37,0.299,0.425,0.377,0.199,0.274,0.41,0.302,0.214,0.226,0.021,0.18,0.199,0.145,0.172,0.628,1.046,1.046,0.209,1.255,0.628,0.21,1.47,0.21,0.63,2.396,0.436,3.267,3.921,1.743,2.178,4.964,1
Negative_807,0.575,5.172,1.149,2.874,0.575,3.448,5.172,5.172,0.641,5.766,1.281,11.533,0.224,0.316,0.195,0.27,0.73,0.155,0.368,0.328,0.431,0.345,0.224,0.316,0.408,0.324,0.185,0.266,0.035,0.243,0.208,0.179,0.168,3.448,1.149,3.448,0.575,6.322,3.448,0.0,0.0,0.0,0.58,2.338,0.519,1.299,0.26,2.338,2.338,5.521,0
Negative_584,0.0,3.896,6.494,6.494,3.896,2.597,6.494,10.39,0.0,1.699,2.831,1.699,0.286,0.286,0.247,0.26,0.74,0.078,0.299,0.299,0.403,0.312,0.286,0.286,0.312,0.224,0.276,0.25,0.013,0.105,0.197,0.118,0.171,5.195,2.597,2.597,1.299,27.273,5.195,0.0,0.0,1.32,0.0,1.823,3.038,3.038,1.823,3.038,4.861,4.924,0
Positive_842,3.151,6.933,1.05,3.571,6.092,7.563,6.933,7.563,2.728,6.003,0.909,5.639,0.294,0.296,0.284,0.309,0.763,0.134,0.324,0.328,0.403,0.303,0.294,0.296,0.399,0.251,0.257,0.255,0.036,0.187,0.236,0.166,0.183,0.84,0.84,1.261,0.21,5.462,0.84,0.42,0.21,0.21,0.63,3.496,0.53,1.801,3.072,3.496,3.814,5.03,1
Positive_1018,4.977,6.291,1.408,5.446,6.197,4.883,4.695,5.728,4.395,5.555,1.243,6.716,0.288,0.319,0.297,0.289,0.762,0.139,0.295,0.358,0.372,0.34,0.288,0.319,0.393,0.223,0.25,0.242,0.043,0.186,0.225,0.206,0.166,0.282,0.282,0.282,0.094,1.972,0.282,0.38,0.28,0.47,0.19,3.201,0.716,2.771,3.153,2.389,2.914,4.925,1
Negative_590,2.395,5.988,1.796,5.988,4.192,2.395,4.192,10.18,1.93,4.825,1.447,1.93,0.198,0.246,0.293,0.287,0.85,0.084,0.311,0.275,0.389,0.413,0.198,0.246,0.365,0.205,0.295,0.301,0.006,0.151,0.253,0.163,0.205,3.593,1.796,1.796,0.599,17.365,3.593,0.6,0.0,0.0,0.6,3.304,0.991,3.304,2.313,2.313,5.617,4.445,0
Positive_712,2.335,5.22,0.824,2.747,4.67,2.61,9.478,5.357,1.747,3.906,0.617,6.578,0.232,0.342,0.262,0.293,0.734,0.14,0.349,0.365,0.409,0.359,0.232,0.342,0.407,0.25,0.217,0.215,0.041,0.204,0.21,0.194,0.165,0.549,0.275,0.962,0.137,0.687,0.687,0.14,0.14,0.14,0.41,2.605,0.411,1.371,2.33,4.729,2.673,5.157,1
Positive_605,4.847,5.12,2.124,7.571,5.338,6.1,4.847,5.991,2.5,2.641,1.096,3.568,0.256,0.284,0.245,0.271,0.792,0.12,0.283,0.297,0.355,0.389,0.256,0.284,0.331,0.257,0.22,0.244,0.017,0.183,0.22,0.201,0.196,0.218,0.109,0.381,0.054,0.817,0.327,0.49,0.38,0.11,0.38,2.722,1.129,4.025,2.838,2.577,3.185,4.984,1
Positive_1046,2.82,6.074,4.338,4.772,8.243,4.121,4.338,6.291,2.034,4.381,3.129,5.945,0.284,0.343,0.26,0.245,0.72,0.143,0.269,0.384,0.373,0.343,0.284,0.343,0.334,0.263,0.193,0.274,0.033,0.2,0.263,0.161,0.207,0.651,2.169,0.434,0.217,1.735,0.868,0.22,0.0,0.22,0.43,3.089,2.206,2.427,4.192,2.206,3.199,5.042,1
Positive_77,5.14,2.103,3.271,6.308,4.439,5.607,6.075,10.28,2.728,1.116,1.736,1.984,0.243,0.238,0.304,0.285,0.843,0.058,0.336,0.245,0.39,0.367,0.243,0.238,0.374,0.185,0.279,0.241,0.014,0.084,0.169,0.159,0.152,0.701,0.701,0.701,0.234,0.467,0.701,0.0,0.23,0.0,0.47,1.142,1.776,3.425,2.41,3.298,5.581,4.349,1
Negative_260,4.42,4.972,1.473,3.131,2.762,6.262,6.262,6.998,4.289,4.825,1.429,4.111,0.254,0.295,0.245,0.285,0.799,0.092,0.322,0.322,0.387,0.359,0.254,0.295,0.366,0.26,0.242,0.227,0.03,0.144,0.223,0.17,0.196,0.921,0.368,0.552,0.184,1.657,0.921,0.18,0.0,0.0,0.0,2.482,0.735,1.563,1.379,3.126,3.494,5.14,0
Positive_130,3.429,7.429,0.571,1.714,6.857,4.571,2.286,4.571,3.149,6.822,0.524,8.396,0.286,0.366,0.217,0.246,0.709,0.166,0.263,0.406,0.343,0.371,0.286,0.366,0.343,0.31,0.172,0.201,0.046,0.213,0.287,0.218,0.236,2.286,2.857,2.857,0.571,6.857,2.286,0.57,0.0,0.0,0.0,3.619,0.278,0.835,3.34,1.114,2.227,5.588,1
Negative_82,2.495,5.198,3.742,4.574,3.95,4.574,7.277,10.603,2.653,5.527,3.979,5.085,0.218,0.243,0.283,0.322,0.807,0.1,0.349,0.26,0.439,0.343,0.218,0.243,0.387,0.246,0.277,0.208,0.015,0.16,0.21,0.16,0.181,1.04,0.832,0.416,0.208,0.624,1.04,0.42,0.21,0.21,0.83,2.691,1.937,2.368,2.045,3.768,5.49,5.025,0
Positive_815,4.251,4.858,2.834,6.68,5.668,6.275,5.061,5.668,2.644,3.021,1.762,3.65,0.273,0.265,0.267,0.247,0.8,0.107,0.261,0.298,0.338,0.389,0.273,0.265,0.326,0.245,0.229,0.278,0.016,0.174,0.258,0.211,0.203,0.405,0.405,0.607,0.202,6.883,0.405,0.81,0.2,0.41,0.41,2.558,1.492,3.517,2.984,2.665,2.984,4.804,1
Negative_1271,1.557,2.422,3.46,2.076,0.865,3.114,8.651,10.208,0.909,1.413,2.019,1.313,0.175,0.161,0.28,0.375,0.875,0.047,0.517,0.183,0.576,0.249,0.175,0.161,0.561,0.173,0.281,0.154,0.007,0.073,0.104,0.095,0.087,0.519,0.692,1.903,0.173,7.785,0.865,0.0,0.69,0.0,0.87,1.331,1.901,1.141,0.475,4.753,5.608,4.277,0
Negative_470,1.441,2.017,2.882,6.628,1.153,2.882,4.899,8.646,0.786,1.1,1.572,1.1,0.222,0.144,0.314,0.231,0.902,0.04,0.363,0.176,0.412,0.366,0.222,0.144,0.435,0.147,0.303,0.286,0.0,0.069,0.124,0.162,0.087,1.153,0.576,2.305,0.288,0.865,1.153,0.0,0.29,0.29,1.16,1.114,1.591,3.659,0.637,2.705,4.773,4.201,0
Negative_702,3.714,4.286,3.429,4.571,7.143,2.571,8.571,7.429,1.834,2.116,1.693,2.962,0.286,0.329,0.314,0.28,0.743,0.103,0.32,0.366,0.397,0.317,0.286,0.329,0.383,0.232,0.215,0.232,0.026,0.146,0.206,0.195,0.183,0.857,0.571,0.571,0.286,2.286,1.429,0.29,0.0,0.29,2.29,2.207,1.766,2.354,3.679,4.414,3.826,4.756,0
Positive_1041,2.864,5.489,1.432,7.399,4.773,2.625,3.819,4.057,2.876,5.511,1.438,6.949,0.196,0.289,0.2,0.258,0.768,0.124,0.351,0.31,0.42,0.384,0.196,0.289,0.384,0.342,0.242,0.239,0.038,0.189,0.263,0.158,0.23,1.432,0.955,0.955,0.239,0.477,1.432,0.24,0.24,0.48,0.0,2.779,0.725,3.747,2.417,1.934,2.054,4.967,1
Positive_119,3.602,5.085,2.754,8.051,5.085,5.932,3.39,8.475,2.199,3.104,1.681,1.94,0.254,0.242,0.271,0.25,0.824,0.083,0.297,0.269,0.375,0.371,0.254,0.242,0.354,0.21,0.268,0.28,0.013,0.136,0.206,0.159,0.17,0.847,0.847,0.847,0.212,1.271,0.847,1.06,0.85,0.64,0.64,2.732,1.48,4.326,2.732,1.821,4.554,4.752,1
Positive_463,2.871,4.356,2.178,5.743,6.832,3.663,4.257,6.04,3.25,4.93,2.465,7.621,0.2,0.282,0.207,0.272,0.787,0.111,0.355,0.305,0.421,0.379,0.2,0.282,0.392,0.288,0.209,0.243,0.026,0.173,0.208,0.149,0.188,0.495,0.198,0.495,0.099,1.386,0.495,0.5,0.5,0.4,0.2,2.273,1.137,2.997,3.565,2.222,3.152,4.919,1
Positive_540,4.711,4.612,1.374,5.692,7.556,5.496,5.79,5.005,5.863,5.74,1.71,11.114,0.287,0.345,0.251,0.247,0.744,0.135,0.257,0.378,0.317,0.396,0.287,0.345,0.334,0.273,0.203,0.273,0.042,0.194,0.281,0.225,0.228,0.491,0.491,0.294,0.098,2.846,0.491,0.39,0.2,0.2,0.2,2.311,0.689,2.853,3.787,2.902,2.508,5.117,1
Negative_320,5.682,3.409,4.545,5.682,6.818,5.682,9.091,6.818,3.886,2.332,3.109,3.886,0.33,0.364,0.295,0.295,0.761,0.091,0.273,0.386,0.352,0.318,0.33,0.364,0.352,0.333,0.161,0.299,0.0,0.184,0.299,0.184,0.241,2.273,2.273,4.545,1.136,3.409,2.273,0.0,0.0,0.0,1.15,1.668,2.223,2.78,3.335,4.447,3.335,5.09,0
Positive_1071,3.422,4.753,1.711,3.612,9.506,3.802,7.034,5.513,2.887,4.009,1.443,8.019,0.257,0.369,0.238,0.257,0.726,0.143,0.285,0.382,0.35,0.394,0.257,0.369,0.333,0.295,0.152,0.257,0.04,0.208,0.24,0.185,0.206,0.57,0.57,0.76,0.19,0.951,0.57,0.38,0.19,0.38,0.19,2.421,0.872,1.84,4.843,3.583,2.809,4.735,1
Positive_311,3.821,5.814,1.661,3.821,4.485,3.322,3.654,3.322,3.467,5.276,1.507,6.632,0.251,0.314,0.228,0.276,0.761,0.131,0.341,0.349,0.415,0.334,0.251,0.314,0.404,0.301,0.196,0.235,0.033,0.21,0.24,0.183,0.193,0.332,0.664,0.498,0.166,1.163,0.332,0.17,0.33,0.17,0.0,2.894,0.827,1.902,2.232,1.819,1.654,4.913,1
Negative_670,3.457,4.662,1.676,2.829,7.281,1.938,8.486,14.353,2.215,2.987,1.074,5.135,0.207,0.346,0.34,0.367,0.741,0.127,0.4,0.37,0.464,0.329,0.207,0.346,0.435,0.216,0.206,0.166,0.034,0.183,0.176,0.142,0.157,0.105,0.157,0.629,0.052,0.105,0.105,0.16,0.05,0.05,1.47,2.517,0.905,1.527,3.93,4.581,7.748,4.575,0
Negative_592,3.846,5.128,5.128,6.41,3.846,2.564,7.692,7.692,3.163,4.217,4.217,7.38,0.218,0.308,0.282,0.282,0.782,0.141,0.244,0.359,0.346,0.436,0.218,0.308,0.321,0.221,0.299,0.156,0.039,0.169,0.286,0.208,0.195,3.846,5.128,5.128,1.282,24.359,6.41,0.0,0.0,1.3,0.0,2.85,2.85,3.563,2.138,4.275,4.275,4.438,0
Negative_198,6.604,4.717,3.774,2.83,4.717,3.774,11.321,13.208,3.636,2.597,2.078,1.039,0.292,0.245,0.425,0.377,0.849,0.066,0.349,0.245,0.434,0.274,0.292,0.245,0.387,0.114,0.219,0.19,0.0,0.095,0.162,0.19,0.133,3.774,14.151,2.83,0.943,7.547,3.774,0.0,0.0,0.0,0.95,2.662,2.13,1.597,2.662,6.388,7.453,4.164,0
Positive_285,3.046,5.838,2.792,7.868,5.076,5.838,3.807,4.569,2.289,4.388,2.098,2.48,0.289,0.251,0.239,0.241,0.812,0.091,0.274,0.272,0.36,0.35,0.289,0.251,0.34,0.252,0.229,0.285,0.015,0.153,0.267,0.186,0.211,0.761,0.508,3.299,0.254,1.269,0.761,0.25,0.76,0.25,0.0,2.939,1.406,3.961,2.555,1.917,2.3,5.07,1
Positive_100,3.883,3.883,0.485,3.883,9.709,1.942,2.913,5.34,2.802,2.802,0.35,5.954,0.301,0.408,0.184,0.233,0.675,0.121,0.272,0.422,0.316,0.383,0.301,0.408,0.325,0.376,0.151,0.19,0.049,0.195,0.288,0.249,0.254,2.427,0.971,1.942,0.485,7.282,2.427,0.49,0.49,0.49,0.0,1.767,0.221,1.767,4.418,1.326,2.43,5.319,1
Positive_942,3.175,5.442,1.587,5.896,2.948,5.215,4.535,9.297,2.198,3.767,1.099,3.454,0.231,0.263,0.272,0.261,0.825,0.104,0.283,0.288,0.354,0.415,0.231,0.263,0.349,0.227,0.261,0.275,0.016,0.17,0.218,0.193,0.184,0.454,0.454,1.134,0.227,5.215,0.454,0.68,0.0,0.0,0.23,2.886,0.842,3.127,1.563,2.405,4.93,4.818,1
Positive_2,5.625,4.062,3.438,6.25,4.062,4.688,5.938,7.031,5.187,3.746,3.17,5.475,0.253,0.281,0.289,0.286,0.817,0.1,0.309,0.308,0.384,0.362,0.253,0.281,0.381,0.244,0.239,0.218,0.022,0.16,0.232,0.189,0.191,0.469,0.469,0.469,0.156,3.75,0.469,0.16,0.0,0.31,0.47,2.126,1.799,3.271,2.126,3.108,3.68,4.948,1
Negative_735,2.299,2.299,1.609,5.057,3.908,4.138,8.506,7.126,1.524,1.524,1.067,3.201,0.244,0.246,0.29,0.257,0.828,0.071,0.354,0.271,0.393,0.363,0.244,0.246,0.4,0.221,0.27,0.267,0.023,0.12,0.212,0.177,0.175,1.149,0.46,1.609,0.23,2.529,1.149,0.0,0.46,0.0,0.92,1.205,0.843,2.65,2.048,4.458,3.735,5.089,0
Positive_519,2.96,3.805,2.537,7.188,4.228,8.668,3.171,6.342,1.419,1.824,1.216,2.027,0.332,0.233,0.271,0.222,0.825,0.08,0.268,0.271,0.332,0.336,0.332,0.233,0.349,0.197,0.256,0.314,0.015,0.121,0.212,0.193,0.169,0.846,0.423,0.846,0.211,2.748,1.057,0.85,0.0,0.21,0.0,1.929,1.286,3.645,2.144,1.608,3.216,5.015,1
Positive_166,3.012,5.12,2.711,4.217,4.367,3.313,3.916,5.873,3.151,5.356,2.836,6.301,0.245,0.288,0.252,0.283,0.779,0.111,0.351,0.321,0.429,0.325,0.245,0.288,0.422,0.281,0.244,0.234,0.023,0.173,0.226,0.16,0.172,0.602,0.452,0.602,0.151,5.723,0.602,0.0,0.15,0.3,0.0,2.556,1.353,2.105,2.18,1.955,2.931,5.104,1
Negative_1003,7.308,5.0,5.385,6.923,3.462,6.923,3.846,4.615,3.49,2.388,2.572,1.653,0.258,0.265,0.215,0.281,0.85,0.085,0.269,0.277,0.373,0.369,0.258,0.265,0.323,0.178,0.201,0.243,0.015,0.139,0.178,0.181,0.151,1.923,0.769,2.692,0.385,1.538,1.923,0.39,0.39,0.0,0.39,2.689,2.896,3.723,1.862,2.068,2.482,4.859,0
Positive_208,3.03,7.665,1.426,4.278,6.417,6.061,4.278,7.308,2.388,6.04,1.124,5.338,0.305,0.323,0.292,0.278,0.736,0.144,0.276,0.355,0.367,0.328,0.305,0.323,0.364,0.234,0.22,0.246,0.036,0.202,0.257,0.191,0.204,1.604,0.891,0.535,0.178,1.248,1.604,0.89,0.0,0.0,0.0,3.836,0.714,2.141,3.212,2.141,3.658,5.243,1
Negative_638,4.135,6.263,4.898,3.774,5.741,4.014,5.058,8.992,4.145,6.279,4.91,5.876,0.223,0.302,0.277,0.324,0.776,0.121,0.345,0.321,0.457,0.32,0.223,0.302,0.403,0.261,0.232,0.229,0.024,0.184,0.221,0.141,0.182,0.361,0.08,1.285,0.04,1.887,0.442,0.32,0.12,0.24,0.24,3.255,2.546,1.962,2.984,2.629,4.674,4.501,0
Positive_56,0.746,2.985,0.746,2.985,0.746,5.97,3.731,7.463,0.837,3.348,0.837,7.533,0.254,0.187,0.328,0.261,0.843,0.097,0.41,0.216,0.448,0.299,0.254,0.187,0.493,0.195,0.361,0.286,0.008,0.188,0.143,0.15,0.098,3.731,1.493,3.731,0.746,9.701,4.478,0.0,0.0,0.0,0.75,1.486,0.371,1.486,0.371,1.858,3.716,4.907,1
Negative_1054,1.685,2.528,1.966,1.404,7.022,0.562,10.955,7.022,0.774,1.162,0.903,4.131,0.236,0.34,0.284,0.326,0.725,0.115,0.413,0.368,0.458,0.306,0.236,0.34,0.452,0.242,0.237,0.127,0.023,0.13,0.152,0.127,0.135,1.124,1.124,1.404,0.281,4.213,1.124,0.0,0.0,0.0,1.69,1.295,1.007,0.719,3.598,5.613,3.598,4.829,0
Positive_550,2.577,9.536,0.258,2.835,2.835,5.928,4.897,2.835,2.104,7.784,0.211,5.891,0.263,0.34,0.188,0.294,0.714,0.168,0.335,0.366,0.433,0.304,0.263,0.34,0.384,0.315,0.158,0.191,0.047,0.243,0.258,0.15,0.222,0.515,2.835,0.773,0.258,2.062,0.515,0.52,0.26,0.52,0.0,4.411,0.119,1.311,1.311,2.265,1.311,5.62,1
Negative_94,2.174,4.022,2.935,2.5,4.348,3.043,8.043,8.804,1.809,3.346,2.442,4.973,0.208,0.287,0.289,0.335,0.812,0.1,0.401,0.308,0.471,0.322,0.208,0.287,0.458,0.214,0.245,0.18,0.014,0.153,0.196,0.12,0.158,0.217,0.326,0.326,0.109,0.217,0.217,0.11,0.22,0.22,0.76,2.193,1.6,1.363,2.371,4.385,4.8,4.651,0
Negative_371,1.053,4.211,1.579,1.579,3.158,2.632,13.158,8.421,0.678,2.713,1.017,5.765,0.216,0.321,0.3,0.416,0.753,0.132,0.468,0.347,0.526,0.258,0.216,0.321,0.511,0.275,0.243,0.132,0.005,0.217,0.127,0.09,0.09,1.053,2.632,8.947,0.526,1.053,1.053,0.0,0.0,0.53,0.0,2.077,0.779,0.779,1.558,6.491,4.154,4.866,0
Positive_986,3.918,5.97,1.679,5.41,5.597,4.664,4.664,7.836,3.36,5.12,1.44,7.521,0.246,0.345,0.261,0.25,0.744,0.147,0.28,0.377,0.356,0.397,0.246,0.345,0.33,0.279,0.189,0.245,0.024,0.202,0.277,0.189,0.236,0.373,0.56,3.172,0.187,0.373,0.373,0.19,0.0,0.75,1.12,3.065,0.862,2.777,2.873,2.394,4.022,4.9,1
Positive_785,1.715,5.673,0.528,2.639,8.443,1.187,12.269,10.422,1.01,3.341,0.311,4.584,0.182,0.319,0.339,0.409,0.741,0.135,0.48,0.346,0.542,0.276,0.182,0.319,0.515,0.247,0.238,0.145,0.032,0.193,0.149,0.111,0.132,0.396,0.264,1.055,0.132,0.396,0.396,0.0,0.13,0.13,1.45,3.139,0.292,1.46,4.671,6.788,5.766,4.506,1
Negative_1171,2.05,3.872,2.278,2.278,2.506,2.961,12.073,8.656,1.285,2.427,1.428,3.427,0.219,0.282,0.296,0.355,0.786,0.093,0.444,0.314,0.506,0.276,0.219,0.282,0.497,0.208,0.267,0.158,0.018,0.114,0.137,0.123,0.112,0.456,0.683,2.733,0.228,1.595,0.456,0.0,0.23,0.23,1.14,1.98,1.165,1.165,1.282,6.175,4.427,4.92,0
